Date,Open,High,Low,Close,Adj Close,Volume
2014-10-01,189.910004,190.889999,161.100006,164.399994,136.298859,146255300
2014-11-01,164.250000,164.970001,159.800003,162.169998,134.450058,80015600
2014-12-01,161.639999,164.520004,150.500000,160.440002,133.926178,101583300
2015-01-01,161.309998,163.309998,149.520004,153.309998,127.974457,117006200
2015-02-01,154.000000,164.990005,151.509995,161.940002,135.178268,76963200
2015-03-01,161.940002,165.350006,153.399994,160.500000,134.916016,104847300
2015-04-01,160.229996,175.130005,158.389999,171.289993,143.986115,93533800
2015-05-01,173.199997,176.300003,168.839996,169.649994,142.607513,57785700
2015-06-01,170.210007,171.559998,162.119995,162.660004,138.827820,80846400
2015-07-01,163.970001,173.779999,158.500000,161.990005,138.256012,93854600
2015-08-01,161.699997,161.850006,140.619995,147.889999,126.221855,93667600
2015-09-01,144.910004,149.679993,141.149994,144.970001,124.756805,81556300
2015-10-01,145.309998,153.149994,137.330002,140.080002,120.548607,120371200
2015-11-01,140.500000,142.800003,131.649994,139.419998,119.980644,85427700
2015-12-01,139.580002,141.399994,133.910004,137.619995,119.542542,97954000
2016-01-01,135.600006,136.889999,118.000000,124.790001,108.397858,126221600
2016-02-01,124.400002,134.919998,116.900002,131.029999,113.818184,106605800
2016-03-01,132.240005,153.100006,132.029999,151.449997,132.899643,105698400
2016-04-01,150.509995,153.520004,142.610001,145.940002,128.064499,93489400
2016-05-01,146.559998,153.809998,142.899994,153.740005,134.909180,75181700
2016-06-01,153.000000,155.479996,142.500000,151.779999,135.764999,76966700
2016-07-01,151.779999,163.600006,149.919998,160.619995,143.672226,69408600
2016-08-01,160.649994,164.949997,157.850006,158.880005,142.115845,69316700
2016-09-01,158.320007,165.000000,153.210007,158.850006,143.316193,69885800
2016-10-01,158.059998,158.529999,147.789993,153.690002,138.660767,78230800
2016-11-01,153.500000,164.660004,151.000000,162.220001,146.356644,76307100
2016-12-01,161.949997,169.949997,158.300003,165.990005,151.116608,68957500
2017-01-01,167.000000,179.250000,165.339996,174.520004,158.882263,88746500
2017-02-01,175.000000,182.789993,172.889999,179.820007,163.707352,59612000
2017-03-01,180.479996,182.550003,172.089996,174.139999,159.789825,79477000
2017-04-01,173.820007,176.330002,159.600006,160.289993,147.081146,100052300
2017-05-01,160.050003,160.419998,149.789993,152.630005,140.052414,103329100
2017-06-01,152.800003,157.199997,150.800003,153.830002,142.532410,83977000
2017-07-01,153.580002,156.029999,143.639999,144.669998,134.045135,93293500
2017-08-01,145.000000,145.669998,139.130005,143.029999,132.525589,80268700
2017-09-01,142.979996,147.419998,141.639999,145.080002,135.845322,78296700
2017-10-01,145.350006,162.509995,145.210007,154.059998,144.253708,125345600
2017-11-01,154.100006,154.899994,146.210007,149.119995,139.628159,135079900
2017-12-01,154.399994,157.850006,151.490005,153.419998,145.090317,88788100
2018-01-01,154.500000,171.130005,153.539993,163.699997,154.812180,145006900
2018-02-01,163.190002,164.130005,144.399994,155.830002,147.369476,102364900
2018-03-01,155.529999,162.110001,148.539993,153.429993,146.528397,94316900
2018-04-01,153.339996,162.000000,144.110001,144.960007,138.439392,122745300
2018-05-01,144.649994,146.199997,139.899994,141.309998,134.953568,88735200
2018-06-01,142.429993,147.520004,137.449997,139.699997,134.897034,89801400
2018-07-01,138.279999,150.539993,138.199997,144.929993,139.947220,94954000
2018-08-01,144.759995,147.929993,142.000000,146.479996,141.443924,79195100
2018-09-01,145.979996,153.350006,144.809998,151.210007,147.588791,95867900
2018-10-01,151.710007,154.360001,114.089996,115.430000,112.665642,198093000
2018-11-01,115.500000,125.059998,114.540001,124.269997,121.293945,141718900
2018-12-01,125.669998,126.589996,105.940002,113.669998,112.360855,115604100
2019-01-01,112.010002,135.410004,111.690002,134.419998,132.871872,120260700
2019-02-01,134.970001,140.490005,132.119995,138.130005,136.539154,68461200
2019-03-01,139.309998,142.119995,133.580002,141.100006,141.100006,74686800
2019-04-01,141.509995,144.220001,141.509995,143.779999,143.779999,25349900
2019-04-11,143.800003,144.110001,143.029999,143.779999,143.779999,2785083
